student_key,year,month,att_month_pct,att_cum_pct,att_delta,practice_pct,checkpoint_pct,exam_avg_score,new_attempts_month,max_silent_weeks,streak_weeks,month_index,churned_next_month,grade,live_or_replay,old_new,signup_lateness,n_subjects,months_enrolled
2568-1157,2568,2025-05,73.68421052631578,86.53846153846155,-14.551083591331277,60.0,87.5,73.61052631578947,7,0,2,3,0.0,ม.1,สด,new,0,4,3
2568-1158,2568,2025-05,89.47368421052632,86.53846153846155,1.973684210526315,75.0,87.5,88.72272727272728,10,0,11,3,0.0,ม.2,สด,new,0,4,3
2568-1159,2568,2025-05,100.0,100.0,0.0,53.333333333333336,50.0,90.18181818181819,7,0,8,3,0.0,ม.3,สด,new,1,3,2
2568-1160,2568,2025-05,83.33333333333334,84.375,-2.3809523809523654,40.0,37.5,89.19999999999999,7,0,8,3,0.0,ม.3,เทป,old,1,4,2
2568-1001,2568,2025-06,37.5,37.5,,7.142857142857143,25.0,70.58,5,0,0,4,0.0,ม.2,สด,old,3,4,1
2568-1002,2568,2025-06,62.5,69.11764705882352,-9.722222222222214,57.142857142857146,75.0,75.51739130434783,6,0,2,4,0.0,ม.1,สด,new,0,4,4
2568-1003,2568,2025-06,62.5,58.82352941176471,15.131578947368425,35.714285714285715,50.0,63.48666666666667,4,0,0,4,0.0,ม.3,สด,new,0,4,4
2568-1004,2568,2025-06,75.0,69.11764705882352,-2.7777777777777857,53.57142857142857,75.0,74.49565217391304,5,0,0,4,0.0,ม.2,สด,new,0,4,4
2568-1005,2568,2025-06,63.1578947368421,66.19718309859155,-7.430340557275549,39.285714285714285,50.0,73.29333333333334,5,0,0,4,0.0,ม.3,เทป,old,0,4,4
2568-1006,2568,2025-06,69.23076923076923,65.38461538461539,19.230769230769226,66.66666666666667,55.55555555555556,83.44117647058823,6,0,0,4,1.0,ม.3,สด,new,0,3,4
2568-1007,2568,2025-06,87.5,66.66666666666666,31.944444444444443,46.42857142857143,41.666666666666664,75.68,3,0,0,4,0.0,ม.3,สด,new,1,4,3
2568-1008,2568,2025-06,64.70588235294117,59.183673469387756,8.455882352941174,25.0,41.666666666666664,76.9,3,0,0,4,0.0,ม.2,สด,old,1,4,3
2568-1009,2568,2025-06,100.0,100.0,,17.857142857142858,25.0,82.86666666666666,6,0,5,4,0.0,ม.2,สด,new,3,4,1
2568-1010,2568,2025-06,68.75,81.25,-21.25,57.142857142857146,58.333333333333336,78.095,6,0,2,4,0.0,ม.2,สด,new,1,4,3
2568-1011,2568,2025-06,100.0,100.0,,28.571428571428573,25.0,79.5,8,0,5,4,0.0,ม.1,สด,new,3,4,1
2568-1012,2568,2025-06,100.0,97.14285714285714,11.111111111111114,71.42857142857143,50.0,85.19999999999999,3,0,5,4,0.0,ม.2,สด,new,0,2,4
2568-1013,2568,2025-06,68.75,68.75,0.3289473684210549,46.42857142857143,58.333333333333336,80.35882352941177,7,0,4,4,0.0,ม.2,สด,old,1,4,3
2568-1014,2568,2025-06,52.63157894736842,70.4225352112676,-16.118421052631582,39.285714285714285,58.333333333333336,76.99411764705881,2,0,1,4,0.0,ม.2,เทป,old,0,4,4
2568-1016,2568,2025-06,87.5,83.82352941176471,4.166666666666657,75.0,58.333333333333336,91.42500000000001,6,0,18,4,0.0,ม.3,เทป,new,0,4,4
2568-1017,2568,2025-06,61.111111111111114,70.0,-9.477124183006538,53.57142857142857,66.66666666666667,77.25999999999999,5,0,0,4,0.0,ม.3,สด,new,0,4,4
2568-1018,2568,2025-06,75.0,61.111111111111114,32.142857142857146,47.61904761904762,55.55555555555556,74.54615384615384,5,0,0,4,0.0,ม.2,สด,new,1,3,3
2568-1019,2568,2025-06,75.0,75.0,0.0,42.857142857142854,58.333333333333336,82.72666666666666,7,0,2,4,0.0,ม.3,เทป,new,2,4,2
2568-1020,2568,2025-06,58.82352941176471,69.38775510204081,-7.843137254901947,60.714285714285715,41.666666666666664,81.5421052631579,6,0,0,4,0.0,ม.3,เทป,new,1,4,3
2568-1021,2568,2025-06,93.75,88.23529411764706,10.416666666666657,67.85714285714286,91.66666666666669,82.03076923076924,6,0,16,4,0.0,ม.2,สด,old,0,4,4
2568-1022,2568,2025-06,83.33333333333334,60.78431372549019,16.666666666666686,57.142857142857146,55.55555555555556,77.72941176470589,5,0,0,4,0.0,ม.3,เทป,new,0,3,4
2568-1023,2568,2025-06,62.5,50.0,37.5,50.0,16.666666666666668,78.06666666666665,0,0,1,4,1.0,ม.2,สด,new,1,2,3
2568-1024,2568,2025-06,66.66666666666666,80.0,-20.833333333333343,42.857142857142854,50.0,76.05714285714285,3,1,0,4,0.0,ม.1,เทป,new,1,2,3
2568-1025,2568,2025-06,75.0,73.52941176470588,-5.0,14.285714285714286,50.0,80.97500000000001,1,0,1,4,0.0,ม.1,สด,new,0,2,4
2568-1026,2568,2025-06,58.82352941176471,68.11594202898551,-13.398692810457504,60.714285714285715,83.33333333333333,73.5,7,0,2,4,0.0,ม.2,สด,new,0,4,4
2568-1027,2568,2025-06,87.5,86.76470588235294,13.81578947368422,75.0,100.0,80.19310344827585,6,0,2,4,0.0,ม.3,สด,new,0,4,4
2568-1028,2568,2025-06,93.75,88.23529411764706,20.06578947368422,67.85714285714286,83.33333333333333,82.1,6,0,5,4,0.0,ม.2,สด,new,0,4,4
2568-1029,2568,2025-06,100.0,95.65217391304348,11.111111111111114,67.85714285714286,75.0,89.45199999999998,5,0,18,4,1.0,ม.1,สด,new,0,4,4
2568-1030,2568,2025-06,88.23529411764706,94.20289855072464,-6.501547987616092,60.714285714285715,66.66666666666667,80.50434782608696,5,0,18,4,0.0,ม.2,สด,new,0,4,4
2568-1031,2568,2025-06,31.25,57.35294117647059,-35.41666666666666,50.0,58.333333333333336,71.55999999999999,6,0,1,4,0.0,ม.1,สด,new,0,4,4
2568-1032,2568,2025-06,100.0,97.14285714285714,10.526315789473685,82.14285714285714,75.0,87.03793103448275,7,0,18,4,0.0,ม.2,สด,new,0,4,4
2568-1033,2568,2025-06,62.5,67.64705882352942,6.944444444444443,64.28571428571429,66.66666666666667,72.54545454545456,2,0,0,4,0.0,ม.3,สด,new,0,2,4
2568-1034,2568,2025-06,91.66666666666666,88.88888888888889,-1.190476190476204,52.38095238095238,44.44444444444444,71.96923076923078,2,0,4,4,0.0,ม.2,สด,new,1,3,3
2568-1035,2568,2025-06,87.5,83.33333333333334,-12.5,50.0,66.66666666666667,73.27000000000001,4,0,0,4,0.0,ม.2,สด,new,1,2,3
2568-1036,2568,2025-06,68.75,70.58823529411765,-3.4722222222222143,64.28571428571429,75.0,77.148,7,0,0,4,0.0,ม.2,เทป,new,0,4,4
2568-1037,2568,2025-06,75.0,94.11764705882352,-25.0,76.19047619047619,100.0,91.0,6,0,1,4,0.0,ม.1,เทป,new,0,3,4
2568-1038,2568,2025-06,66.66666666666666,50.98039215686274,23.809523809523803,33.333333333333336,44.44444444444444,79.78888888888889,3,0,1,4,1.0,ม.3,เทป,new,0,3,4
2568-1039,2568,2025-06,84.61538461538461,76.0,17.948717948717956,33.333333333333336,44.44444444444444,80.2375,3,0,0,4,0.0,ม.3,สด,old,2,3,2
2568-1040,2568,2025-06,66.66666666666666,60.78431372549019,-10.256410256410277,47.61904761904762,44.44444444444444,70.16666666666667,2,0,3,4,0.0,ม.1,เทป,new,0,3,4
2568-1041,2568,2025-06,56.25,61.76470588235294,15.07352941176471,64.28571428571429,50.0,72.12727272727274,5,0,1,4,0.0,ม.2,สด,new,0,4,4
2568-1042,2568,2025-06,82.35294117647058,87.75510204081633,-7.64705882352942,53.57142857142857,66.66666666666667,85.49,6,0,1,4,0.0,ม.1,สด,new,1,4,3
2568-1043,2568,2025-06,70.58823529411765,60.86956521739131,7.430340557275549,39.285714285714285,66.66666666666667,69.86111111111111,7,0,0,4,0.0,ม.2,สด,new,0,4,4
2568-1045,2568,2025-06,93.75,98.52941176470588,-6.25,75.0,75.0,85.6777777777778,6,0,18,4,0.0,ม.3,สด,old,0,4,4
2568-1047,2568,2025-06,94.11764705882352,79.71014492753623,10.784313725490179,50.0,75.0,75.67272727272727,7,0,15,4,0.0,ม.2,เทป,old,0,4,4
2568-1048,2568,2025-06,100.0,98.0392156862745,6.666666666666671,76.19047619047619,88.88888888888889,88.7904761904762,6,0,6,4,0.0,ม.2,สด,new,0,3,4
2568-1049,2568,2025-06,69.23076923076923,65.38461538461539,-5.769230769230774,57.142857142857146,44.44444444444444,75.6,4,0,0,4,0.0,ม.2,สด,new,0,3,4
2568-1050,2568,2025-06,76.47058823529412,76.81159420289855,-5.882352941176464,50.0,83.33333333333333,81.2047619047619,7,0,3,4,0.0,ม.3,สด,new,0,4,4
2568-1051,2568,2025-06,37.5,47.05882352941176,-18.055555555555557,28.571428571428573,50.0,66.94285714285715,1,0,1,4,0.0,ม.2,สด,new,0,2,4
2568-1052,2568,2025-06,88.23529411764706,91.30434782608695,-6.209150326797385,71.42857142857143,75.0,88.54999999999998,5,0,16,4,0.0,ม.3,เทป,old,0,4,4
2568-1053,2568,2025-06,87.5,73.52941176470588,31.944444444444443,64.28571428571429,83.33333333333333,74.71538461538462,4,0,0,4,1.0,ม.3,สด,new,0,2,4
2568-1054,2568,2025-06,100.0,100.0,0.0,66.66666666666667,66.66666666666667,84.68235294117648,6,0,13,4,0.0,ม.2,สด,new,1,3,3
2568-1055,2568,2025-06,70.58823529411765,66.66666666666666,9.477124183006538,60.714285714285715,66.66666666666667,77.50416666666666,8,0,1,4,1.0,ม.3,เทป,new,0,4,4
2568-1056,2568,2025-06,76.47058823529412,66.66666666666666,20.91503267973856,60.714285714285715,50.0,71.60999999999999,5,0,1,4,0.0,ม.2,สด,new,0,4,4
2568-1057,2568,2025-06,100.0,100.0,0.0,75.0,75.0,90.9423076923077,6,0,18,4,0.0,ม.3,สด,new,0,4,4
2568-1058,2568,2025-06,100.0,100.0,0.0,78.57142857142857,83.33333333333333,84.3,3,0,18,4,0.0,ม.1,สด,new,0,2,4
2568-1059,2568,2025-06,100.0,97.22222222222221,7.142857142857139,66.66666666666667,44.44444444444444,86.16666666666667,6,0,5,4,0.0,ม.2,สด,new,1,3,3
2568-1060,2568,2025-06,33.33333333333333,58.82352941176471,-54.16666666666667,35.714285714285715,50.0,65.92857142857143,4,1,0,4,0.0,ม.2,สด,old,2,2,2
2568-1061,2568,2025-06,87.5,73.52941176470588,24.342105263157897,35.714285714285715,66.66666666666667,74.46666666666667,3,0,0,4,0.0,ม.3,สด,new,0,4,4
2568-1062,2568,2025-06,61.53846153846154,64.0,-5.128205128205117,33.333333333333336,44.44444444444444,70.5375,4,0,0,4,0.0,ม.3,เทป,old,2,3,2
2568-1063,2568,2025-06,64.70588235294117,75.75757575757575,-22.794117647058826,35.714285714285715,50.0,77.64615384615385,5,0,0,4,0.0,ม.3,สด,old,2,4,2
2568-1065,2568,2025-06,75.0,81.25,-12.5,28.571428571428573,33.333333333333336,78.4,3,0,1,4,0.0,ม.2,สด,old,2,2,2
2568-1066,2568,2025-06,56.25,58.82352941176471,8.881578947368425,57.142857142857146,50.0,65.6421052631579,5,0,0,4,1.0,ม.2,เทป,new,0,4,4
2568-1067,2568,2025-06,29.411764705882355,33.33333333333333,-8.088235294117645,25.0,50.0,61.75,5,0,1,4,0.0,ม.1,สด,new,2,4,2
2568-1068,2568,2025-06,76.92307692307693,94.23076923076923,-23.076923076923066,71.42857142857143,77.77777777777777,84.215,3,0,0,4,0.0,ม.3,สด,new,0,3,4
2568-1069,2568,2025-06,100.0,88.40579710144928,29.411764705882348,75.0,58.333333333333336,79.85600000000001,8,0,5,4,0.0,ม.3,สด,old,0,4,4
2568-1070,2568,2025-06,69.23076923076923,75.0,-15.384615384615387,76.19047619047619,77.77777777777777,80.005,4,0,0,4,0.0,ม.3,เทป,new,0,3,4
2568-1071,2568,2025-06,92.3076923076923,86.53846153846155,7.692307692307693,61.904761904761905,88.88888888888889,89.66315789473686,5,0,2,4,0.0,ม.2,เทป,new,0,3,4
2568-1072,2568,2025-06,62.5,52.94117647058824,25.0,35.714285714285715,50.0,68.07499999999999,1,1,1,4,0.0,ม.3,สด,new,0,2,4
2568-1073,2568,2025-06,76.47058823529412,65.3061224489796,16.470588235294116,42.857142857142854,33.333333333333336,84.13571428571429,6,0,2,4,0.0,ม.3,เทป,new,1,4,3
2568-1074,2568,2025-06,17.647058823529413,24.637681159420293,0.9803921568627487,17.857142857142858,41.666666666666664,54.70000000000001,2,1,0,4,0.0,ม.1,สด,new,0,4,4
2568-1076,2568,2025-06,75.0,77.94117647058823,-19.73684210526315,60.714285714285715,91.66666666666669,78.90370370370371,7,0,1,4,0.0,ม.2,สด,old,0,4,4
2568-1077,2568,2025-06,64.70588235294117,69.38775510204081,0.0,60.714285714285715,50.0,74.15,7,0,4,4,0.0,ม.1,สด,old,1,4,3
2568-1078,2568,2025-06,88.88888888888889,85.29411764705883,7.638888888888886,35.714285714285715,41.666666666666664,89.77857142857142,8,0,6,4,0.0,ม.2,เทป,new,2,4,2
2568-1079,2568,2025-06,93.75,83.33333333333334,15.972222222222214,50.0,41.666666666666664,81.75625000000001,7,0,5,4,0.0,ม.2,สด,new,1,4,3
2568-1080,2568,2025-06,81.25,72.91666666666666,11.25,39.285714285714285,50.0,77.03571428571429,8,0,0,4,0.0,ม.3,สด,old,1,4,3
2568-1081,2568,2025-06,94.11764705882352,87.75510204081633,5.228758169934636,53.57142857142857,50.0,80.65882352941175,4,0,0,4,0.0,ม.2,เทป,new,1,4,3
2568-1082,2568,2025-06,88.88888888888889,88.23529411764706,1.3888888888888857,28.571428571428573,58.333333333333336,85.61666666666666,6,0,9,4,0.0,ม.3,เทป,new,2,4,2
2568-1083,2568,2025-06,25.0,25.0,,21.428571428571427,33.333333333333336,67.49999999999999,3,1,0,4,0.0,ม.2,สด,new,3,2,1
2568-1084,2568,2025-06,93.75,91.17647058823529,18.75,78.57142857142857,66.66666666666667,80.47307692307692,7,0,5,4,0.0,ม.2,เทป,old,0,4,4
2568-1085,2568,2025-06,76.47058823529412,72.72727272727273,7.720588235294116,35.714285714285715,16.666666666666668,75.86,4,0,6,4,0.0,ม.3,สด,new,2,4,2
2568-1086,2568,2025-06,50.0,58.82352941176471,-16.666666666666657,57.142857142857146,33.333333333333336,70.0625,3,1,0,4,0.0,ม.2,เทป,new,0,2,4
2568-1088,2568,2025-06,62.5,77.08333333333334,-31.25,42.857142857142854,58.333333333333336,80.1,5,0,0,4,0.0,ม.2,เทป,new,1,4,3
2568-1089,2568,2025-06,12.5,43.75,-62.5,0.0,0.0,,0,4,0,4,1.0,ม.3,เทป,new,2,2,2
2568-1091,2568,2025-06,100.0,100.0,0.0,71.42857142857143,66.66666666666667,88.60000000000001,4,0,13,4,0.0,ม.1,สด,old,1,2,3
2568-1093,2568,2025-06,91.66666666666666,98.0392156862745,-8.333333333333343,71.42857142857143,55.55555555555556,90.01578947368421,7,0,0,4,0.0,ม.2,สด,new,0,3,4
2568-1094,2568,2025-06,91.66666666666666,86.27450980392157,8.333333333333314,52.38095238095238,100.0,84.69999999999999,5,0,0,4,0.0,ม.1,เทป,new,0,3,4
2568-1095,2568,2025-06,56.25,58.82352941176471,-6.907894736842103,50.0,50.0,65.93529411764706,5,0,2,4,0.0,ม.2,สด,new,0,4,4
2568-1096,2568,2025-06,100.0,95.58823529411765,0.0,71.42857142857143,83.33333333333333,83.58928571428574,8,0,18,4,0.0,ม.2,สด,old,0,4,4
2568-1097,2568,2025-06,100.0,100.0,0.0,64.28571428571429,83.33333333333333,88.10000000000001,4,0,18,4,0.0,ม.2,สด,old,0,2,4
2568-1098,2568,2025-06,25.0,35.294117647058826,13.88888888888889,21.428571428571427,50.0,67.18333333333334,2,2,0,4,1.0,ม.3,สด,new,0,2,4
2568-1099,2568,2025-06,81.25,85.29411764705883,-18.75,75.0,75.0,85.58518518518518,6,0,3,4,0.0,ม.2,สด,new,0,4,4
2568-1101,2568,2025-06,100.0,88.23529411764706,0.0,57.142857142857146,83.33333333333333,80.52307692307691,2,0,11,4,0.0,ม.3,สด,new,0,2,4
2568-1102,2568,2025-06,100.0,98.0392156862745,0.0,76.19047619047619,100.0,88.4695652173913,7,0,13,4,0.0,ม.3,สด,new,0,3,4
2568-1104,2568,2025-06,68.75,54.41176470588235,10.855263157894733,57.142857142857146,66.66666666666667,65.73636363636363,6,0,2,4,0.0,ม.3,สด,new,0,4,4
2568-1105,2568,2025-06,83.33333333333334,76.47058823529412,14.102564102564116,61.904761904761905,66.66666666666667,81.42941176470588,5,0,1,4,0.0,ม.3,เทป,new,0,3,4
2568-1106,2568,2025-06,75.0,75.0,1.3157894736842195,46.42857142857143,58.333333333333336,69.53888888888889,6,0,4,4,0.0,ม.3,สด,old,0,4,4
2568-1107,2568,2025-06,94.11764705882352,94.11764705882352,,28.571428571428573,33.333333333333336,86.92222222222222,9,0,5,4,0.0,ม.3,เทป,new,3,4,1
2568-1108,2568,2025-06,66.66666666666666,68.62745098039215,2.3809523809523654,61.904761904761905,55.55555555555556,78.25294117647057,6,0,0,4,0.0,ม.1,สด,new,0,3,4
2568-1109,2568,2025-06,33.33333333333333,60.78431372549019,-35.8974358974359,52.38095238095238,44.44444444444444,75.39999999999999,3,0,0,4,0.0,ม.1,สด,new,0,3,4
2568-1110,2568,2025-06,100.0,88.88888888888889,28.57142857142857,66.66666666666667,44.44444444444444,84.00666666666667,4,0,5,4,0.0,ม.3,สด,new,1,3,3
2568-1111,2568,2025-06,75.0,73.52941176470588,8.333333333333343,46.42857142857143,50.0,82.81666666666666,5,0,4,4,0.0,ม.3,เทป,new,0,4,4
2568-1112,2568,2025-06,68.75,75.0,-10.19736842105263,57.142857142857146,66.66666666666667,76.17142857142855,6,0,1,4,0.0,ม.3,สด,old,0,4,4
2568-1113,2568,2025-06,37.5,37.5,,10.714285714285714,25.0,71.74,5,0,1,4,0.0,ม.2,เทป,new,3,4,1
2568-1114,2568,2025-06,100.0,87.5,16.666666666666657,60.714285714285715,66.66666666666667,81.6047619047619,8,0,13,4,0.0,ม.3,สด,old,1,4,3
2568-1115,2568,2025-06,68.75,68.75,,21.428571428571427,25.0,79.0,7,0,2,4,0.0,ม.2,สด,new,3,4,1
2568-1116,2568,2025-06,87.5,81.25,12.5,28.571428571428573,50.0,78.0,2,0,0,4,0.0,ม.2,สด,new,2,2,2
2568-1117,2568,2025-06,75.0,83.82352941176471,-14.473684210526315,60.714285714285715,66.66666666666667,77.29047619047618,6,0,0,4,0.0,ม.3,สด,new,0,4,4
2568-1118,2568,2025-06,62.5,55.88235294117647,12.5,53.57142857142857,50.0,74.98947368421054,5,0,3,4,0.0,ม.2,เทป,new,0,4,4
2568-1119,2568,2025-06,55.55555555555556,56.00000000000001,2.9239766081871394,53.57142857142857,33.333333333333336,75.78823529411765,6,0,1,4,0.0,ม.2,สด,new,1,4,3
2568-1120,2568,2025-06,92.3076923076923,92.3076923076923,,28.571428571428573,22.22222222222222,88.34999999999998,6,0,0,4,1.0,ม.3,เทป,new,3,3,1
2568-1122,2568,2025-06,81.25,76.47058823529412,3.4722222222222143,46.42857142857143,66.66666666666667,68.8047619047619,4,0,0,4,0.0,ม.1,สด,new,0,4,4
2568-1123,2568,2025-06,37.5,63.23529411764706,-29.166666666666657,32.142857142857146,41.666666666666664,68.52307692307691,4,1,0,4,0.0,ม.2,เทป,old,0,4,4
2568-1124,2568,2025-06,82.35294117647058,82.6086956521739,-5.882352941176478,46.42857142857143,50.0,75.05,4,0,10,4,0.0,ม.3,สด,old,0,4,4
2568-1125,2568,2025-06,87.5,88.23529411764706,4.166666666666657,50.0,58.333333333333336,78.58947368421053,5,0,8,4,0.0,ม.3,สด,new,0,4,4
2568-1126,2568,2025-06,81.25,79.16666666666666,10.661764705882348,46.42857142857143,8.333333333333334,76.54166666666667,5,0,3,4,1.0,ม.3,เทป,new,1,4,3
2568-1127,2568,2025-06,64.70588235294117,69.6969696969697,-10.294117647058826,25.0,50.0,69.925,8,0,3,4,0.0,ม.2,สด,new,2,4,2
2568-1128,2568,2025-06,87.5,87.5,0.0,71.42857142857143,33.333333333333336,76.44999999999999,4,0,2,4,0.0,ม.2,สด,new,1,2,3
2568-1129,2568,2025-06,100.0,97.95918367346938,0.0,64.28571428571429,66.66666666666667,86.22916666666667,8,0,13,4,0.0,ม.1,สด,new,1,4,3
2568-1130,2568,2025-06,75.0,76.47058823529412,-17.85714285714286,52.38095238095238,66.66666666666667,79.4,5,0,1,4,0.0,ม.3,สด,new,0,3,4
2568-1131,2568,2025-06,68.75,73.52941176470588,-6.25,75.0,75.0,84.45384615384614,7,0,2,4,0.0,ม.3,เทป,new,0,4,4
2568-1132,2568,2025-06,100.0,97.05882352941177,0.0,75.0,91.66666666666669,86.82999999999998,9,0,18,4,0.0,ม.2,สด,new,0,4,4
2568-1133,2568,2025-06,100.0,94.11764705882352,11.111111111111114,75.0,75.0,86.04444444444444,7,0,18,4,0.0,ม.3,สด,new,0,4,4
2568-1134,2568,2025-06,68.75,77.08333333333334,-3.4722222222222143,53.57142857142857,41.666666666666664,82.97058823529412,5,0,1,4,1.0,ม.2,เทป,old,1,4,3
2568-1136,2568,2025-06,100.0,100.0,0.0,38.095238095238095,66.66666666666667,88.5909090909091,6,0,9,4,0.0,ม.3,สด,new,2,3,2
2568-1137,2568,2025-06,87.5,91.17647058823529,-6.617647058823522,67.85714285714286,83.33333333333333,85.54444444444444,9,0,9,4,0.0,ม.2,เทป,new,0,4,4
2568-1138,2568,2025-06,93.75,77.08333333333334,25.328947368421055,64.28571428571429,50.0,76.43,6,0,6,4,0.0,ม.3,สด,new,1,4,3
2568-1139,2568,2025-06,76.47058823529412,68.11594202898551,-4.779411764705884,57.142857142857146,58.333333333333336,68.99545454545455,5,0,4,4,0.0,ม.2,สด,new,0,4,4
2568-1140,2568,2025-06,91.66666666666666,80.3921568627451,14.743589743589723,76.19047619047619,77.77777777777777,83.13636363636364,7,0,0,4,0.0,ม.3,เทป,old,0,3,4
2568-1141,2568,2025-06,75.0,80.3921568627451,-16.666666666666657,66.66666666666667,77.77777777777777,79.02222222222223,5,0,0,4,0.0,ม.2,เทป,new,0,3,4
2568-1142,2568,2025-06,58.82352941176471,69.56521739130434,-23.52941176470587,53.57142857142857,33.333333333333336,76.98823529411764,6,0,2,4,0.0,ม.2,เทป,new,0,4,4
2568-1143,2568,2025-06,75.0,90.19607843137256,-10.714285714285708,76.19047619047619,77.77777777777777,81.425,5,0,2,4,0.0,ม.3,สด,old,0,3,4
2568-1145,2568,2025-06,88.23529411764706,82.6086956521739,9.287925696594428,75.0,75.0,85.82962962962964,6,0,6,4,0.0,ม.1,เทป,new,0,4,4
2568-1146,2568,2025-06,50.0,54.90196078431373,-7.142857142857139,42.857142857142854,44.44444444444444,61.14166666666667,3,0,1,4,0.0,ม.3,สด,old,0,3,4
2568-1148,2568,2025-06,84.61538461538461,84.61538461538461,9.615384615384613,61.904761904761905,77.77777777777777,80.07368421052632,5,0,0,4,0.0,ม.3,สด,old,0,3,4
2568-1149,2568,2025-06,75.0,75.0,,23.80952380952381,11.11111111111111,88.3,3,0,0,4,0.0,ม.3,เทป,new,3,3,1
2568-1150,2568,2025-06,83.33333333333334,72.54901960784314,19.04761904761905,57.142857142857146,88.88888888888889,73.33333333333333,5,0,2,4,0.0,ม.2,สด,new,0,3,4
2568-1151,2568,2025-06,66.66666666666666,78.43137254901961,-11.904761904761912,61.904761904761905,66.66666666666667,81.9,4,0,1,4,0.0,ม.3,สด,new,0,3,4
2568-1152,2568,2025-06,76.47058823529412,78.26086956521739,-12.41830065359477,60.714285714285715,75.0,81.0125,8,0,10,4,0.0,ม.3,สด,new,0,4,4
2568-1153,2568,2025-06,58.82352941176471,75.51020408163265,-35.91331269349844,57.142857142857146,66.66666666666667,84.07826086956521,7,0,2,4,0.0,ม.2,สด,new,1,4,3
2568-1156,2568,2025-06,50.0,60.29411764705882,-12.5,53.57142857142857,75.0,70.20952380952382,6,0,0,4,0.0,ม.3,สด,new,0,4,4
2568-1157,2568,2025-06,82.35294117647058,85.5072463768116,8.6687306501548,64.28571428571429,83.33333333333333,73.42592592592594,8,0,7,4,0.0,ม.1,สด,new,0,4,4
2568-1158,2568,2025-06,75.0,83.82352941176471,-14.473684210526315,75.0,75.0,87.75172413793103,7,0,2,4,0.0,ม.2,สด,new,0,4,4
2568-1159,2568,2025-06,100.0,100.0,0.0,66.66666666666667,66.66666666666667,90.21176470588236,6,0,13,4,0.0,ม.3,สด,new,1,3,3
2568-1160,2568,2025-06,87.5,85.41666666666666,4.166666666666657,42.857142857142854,41.666666666666664,86.52000000000001,4,0,13,4,0.0,ม.3,เทป,old,1,4,3
2568-1001,2568,2025-07,64.70588235294117,51.515151515151516,27.205882352941174,18.75,25.0,64.77777777777777,4,0,2,5,1.0,ม.2,สด,old,3,4,2
2568-1002,2568,2025-07,68.42105263157895,68.96551724137932,5.921052631578945,53.125,75.0,75.79615384615384,3,0,3,5,1.0,ม.1,สด,new,0,4,5
2568-1003,2568,2025-07,65.0,60.22727272727273,2.5,34.375,50.0,64.57058823529412,2,0,0,5,0.0,ม.3,สด,new,0,4,5
2568-1004,2568,2025-07,73.68421052631578,70.11494252873564,-1.3157894736842195,53.125,75.0,74.15,3,0,2,5,0.0,ม.2,สด,new,0,4,5
2568-1005,2568,2025-07,58.82352941176471,64.77272727272727,-4.334365325077393,40.625,50.0,72.78421052631579,4,0,0,5,0.0,ม.3,เทป,old,0,4,5
2568-1007,2568,2025-07,55.55555555555556,63.63636363636363,-31.944444444444443,50.0,41.666666666666664,76.45714285714286,6,0,1,5,1.0,ม.3,สด,new,1,4,4
2568-1008,2568,2025-07,55.55555555555556,58.2089552238806,-9.150326797385617,25.0,41.666666666666664,78.22307692307693,2,0,0,5,0.0,ม.2,สด,old,1,4,4
2568-1009,2568,2025-07,100.0,100.0,0.0,28.125,25.0,85.68333333333334,6,0,9,5,0.0,ม.2,สด,new,3,4,2
2568-1010,2568,2025-07,88.88888888888889,83.33333333333334,20.138888888888886,62.5,58.333333333333336,78.24814814814815,7,0,0,5,0.0,ม.2,สด,new,1,4,4
2568-1011,2568,2025-07,100.0,100.0,0.0,34.375,25.0,82.14999999999999,6,0,9,5,0.0,ม.1,สด,new,3,4,2
2568-1012,2568,2025-07,85.71428571428571,95.23809523809523,-14.285714285714292,75.0,50.0,83.16666666666667,4,0,2,5,0.0,ม.2,สด,new,0,2,5
2568-1013,2568,2025-07,77.77777777777779,71.21212121212122,9.027777777777786,46.875,58.333333333333336,78.46363636363634,5,0,1,5,0.0,ม.2,สด,old,1,4,4
2568-1014,2568,2025-07,66.66666666666666,69.76744186046511,14.03508771929824,37.5,58.333333333333336,77.1,2,0,1,5,0.0,ม.2,เทป,old,0,4,5
2568-1016,2568,2025-07,90.0,85.22727272727273,2.5,75.0,58.333333333333336,91.2,7,0,0,5,1.0,ม.3,เทป,new,0,4,5
2568-1017,2568,2025-07,73.33333333333333,70.58823529411765,12.222222222222214,59.375,66.66666666666667,79.47407407407408,7,0,0,5,0.0,ม.3,สด,new,0,4,5
2568-1018,2568,2025-07,78.57142857142857,66.0,3.5714285714285694,45.833333333333336,55.55555555555556,74.0125,3,0,1,5,0.0,ม.2,สด,new,1,3,4
2568-1019,2568,2025-07,84.21052631578947,78.43137254901961,9.210526315789465,46.875,58.333333333333336,81.68636363636361,7,0,6,5,1.0,ม.3,เทป,new,2,4,3
2568-1020,2568,2025-07,55.55555555555556,65.67164179104478,-3.267973856209153,59.375,41.666666666666664,80.98333333333333,5,1,0,5,0.0,ม.3,เทป,new,1,4,4
2568-1021,2568,2025-07,78.94736842105263,86.20689655172413,-14.80263157894737,71.875,91.66666666666669,79.76470588235293,8,0,3,5,0.0,ม.2,สด,old,0,4,5
