student_key,year,week_start,week_end,att_week_pct,att_cum_pct,silent_weeks,streak_weeks,practice_done,practice_total,practice_pct,practice_avg_score,checkpoint_done,checkpoint_total,checkpoint_pct,checkpoint_avg_score,tier
2568-1131,2568,2025-03-31,2025-04-06,50.0,70.0,0,0,2,8,25.0,93.15,3,4,75.0,85.86666666666667,yellow
2568-1132,2568,2025-03-31,2025-04-06,100.0,90.0,0,5,4,8,50.0,87.25,4,4,100.0,93.975,green
2568-1133,2568,2025-03-31,2025-04-06,100.0,100.0,0,5,3,8,37.5,86.93333333333334,3,4,75.0,87.23333333333333,green
2568-1134,2568,2025-03-31,2025-04-06,,,0,0,0,8,0.0,,0,4,0.0,,green
2568-1135,2568,2025-03-31,2025-04-06,100.0,80.0,0,1,3,8,37.5,75.7,3,4,75.0,77.2,green
2568-1136,2568,2025-03-31,2025-04-06,,,0,0,0,6,0.0,,0,3,0.0,,green
2568-1137,2568,2025-03-31,2025-04-06,75.0,90.0,0,5,4,8,50.0,80.05,3,4,75.0,81.73333333333333,green
2568-1138,2568,2025-03-31,2025-04-06,,,0,0,0,8,0.0,,0,4,0.0,,green
2568-1139,2568,2025-03-31,2025-04-06,50.0,65.0,0,0,2,8,25.0,71.0,4,4,100.0,67.27499999999999,yellow
2568-1140,2568,2025-03-31,2025-04-06,33.333333333333336,80.0,0,0,3,6,50.0,90.0,3,3,100.0,85.89999999999999,orange
2568-1141,2568,2025-03-31,2025-04-06,66.66666666666667,80.0,0,0,2,6,33.333333333333336,79.95,3,3,100.0,88.0,yellow
2568-1142,2568,2025-03-31,2025-04-06,75.0,70.0,0,2,2,8,25.0,82.35,1,4,25.0,60.3,green
2568-1143,2568,2025-03-31,2025-04-06,100.0,100.0,0,5,3,6,50.0,85.60000000000001,2,3,66.66666666666667,87.35,green
2568-1144,2568,2025-03-31,2025-04-06,50.0,60.0,0,0,2,4,50.0,77.95,2,2,100.0,57.55,yellow
2568-1145,2568,2025-03-31,2025-04-06,100.0,85.0,0,3,3,8,37.5,92.7,3,4,75.0,85.83333333333333,green
2568-1146,2568,2025-03-31,2025-04-06,33.333333333333336,60.0,0,0,1,6,16.666666666666668,69.2,0,3,0.0,,orange
2568-1147,2568,2025-03-31,2025-04-06,0.0,30.0,0,0,1,8,12.5,66.4,2,4,50.0,58.25,red
2568-1148,2568,2025-03-31,2025-04-06,100.0,86.66666666666667,0,1,2,6,33.333333333333336,65.95,2,3,66.66666666666667,81.05,green
2568-1149,2568,2025-03-31,2025-04-06,,,0,0,0,6,0.0,,0,3,0.0,,green
2568-1150,2568,2025-03-31,2025-04-06,66.66666666666667,86.66666666666667,0,0,1,6,16.666666666666668,56.7,3,3,100.0,73.96666666666665,yellow
2568-1151,2568,2025-03-31,2025-04-06,66.66666666666667,80.0,0,0,2,6,33.333333333333336,84.0,2,3,66.66666666666667,77.25,yellow
2568-1152,2568,2025-03-31,2025-04-06,75.0,65.0,0,1,3,8,37.5,79.43333333333332,2,4,50.0,77.80000000000001,green
2568-1153,2568,2025-03-31,2025-04-06,,,0,0,0,8,0.0,,0,4,0.0,,green
2568-1154,2568,2025-03-31,2025-04-06,,,0,0,0,4,0.0,,0,2,0.0,,green
2568-1155,2568,2025-03-31,2025-04-06,0.0,40.0,0,0,0,6,0.0,,1,3,33.333333333333336,63.8,red
2568-1156,2568,2025-03-31,2025-04-06,75.0,60.0,0,2,2,8,25.0,76.6,2,4,50.0,70.75,green
2568-1157,2568,2025-03-31,2025-04-06,100.0,100.0,0,5,3,8,37.5,67.43333333333334,4,4,100.0,80.5,green
2568-1158,2568,2025-03-31,2025-04-06,75.0,85.0,0,3,4,8,50.0,92.875,4,4,100.0,84.675,green
2568-1159,2568,2025-03-31,2025-04-06,,,0,0,0,6,0.0,,0,3,0.0,,green
2568-1160,2568,2025-03-31,2025-04-06,,,0,0,0,8,0.0,,0,4,0.0,,green
2568-1001,2568,2025-04-07,2025-04-13,,,0,0,0,12,0.0,,0,4,0.0,,green
2568-1002,2568,2025-04-07,2025-04-13,75.0,70.83333333333333,0,3,6,12,50.0,84.03333333333333,3,4,75.0,68.10000000000001,green
2568-1003,2568,2025-04-07,2025-04-13,75.0,70.83333333333333,0,2,3,12,25.0,63.06666666666666,3,4,75.0,67.33333333333333,green
2568-1004,2568,2025-04-07,2025-04-13,75.0,58.333333333333336,0,2,4,12,33.333333333333336,70.55000000000001,4,4,100.0,79.4,green
2568-1005,2568,2025-04-07,2025-04-13,100.0,62.5,0,1,3,12,25.0,72.2,2,4,50.0,84.4,green
2568-1006,2568,2025-04-07,2025-04-13,100.0,72.22222222222223,0,1,3,9,33.333333333333336,82.3,2,3,66.66666666666667,76.19999999999999,green
2568-1007,2568,2025-04-07,2025-04-13,75.0,75.0,0,1,2,12,16.666666666666668,66.95,0,4,0.0,,green
2568-1008,2568,2025-04-07,2025-04-13,50.0,50.0,0,0,3,12,25.0,70.5,0,4,0.0,,yellow
2568-1009,2568,2025-04-07,2025-04-13,,,0,0,0,12,0.0,,0,4,0.0,,green
2568-1010,2568,2025-04-07,2025-04-13,100.0,100.0,0,1,3,12,25.0,80.5,0,4,0.0,,green
2568-1011,2568,2025-04-07,2025-04-13,,,0,0,0,12,0.0,,0,4,0.0,,green
2568-1012,2568,2025-04-07,2025-04-13,100.0,100.0,0,6,3,6,50.0,91.10000000000001,1,2,50.0,81.6,green
2568-1013,2568,2025-04-07,2025-04-13,50.0,50.0,0,0,3,12,25.0,91.96666666666665,0,4,0.0,,yellow
2568-1014,2568,2025-04-07,2025-04-13,75.0,79.16666666666667,0,4,4,12,33.333333333333336,77.32499999999999,3,4,75.0,74.7,green
2568-1015,2568,2025-04-07,2025-04-13,,40.0,0,0,2,6,33.333333333333336,72.4,0,2,0.0,,green
2568-1016,2568,2025-04-07,2025-04-13,100.0,79.16666666666667,0,6,5,12,41.666666666666664,96.58000000000001,2,4,50.0,82.0,green
2568-1017,2568,2025-04-07,2025-04-13,50.0,75.0,0,0,4,12,33.333333333333336,83.44999999999999,3,4,75.0,75.16666666666667,yellow
2568-1018,2568,2025-04-07,2025-04-13,66.66666666666667,66.66666666666667,0,0,1,9,11.11111111111111,82.9,0,3,0.0,,yellow
2568-1019,2568,2025-04-07,2025-04-13,,,0,0,0,12,0.0,,0,4,0.0,,green
2568-1020,2568,2025-04-07,2025-04-13,100.0,100.0,0,1,2,12,16.666666666666668,80.25,0,4,0.0,,green
2568-1021,2568,2025-04-07,2025-04-13,100.0,83.33333333333333,0,4,5,12,41.666666666666664,90.6,4,4,100.0,87.875,green
2568-1022,2568,2025-04-07,2025-04-13,33.333333333333336,38.888888888888886,0,0,5,9,55.55555555555556,70.16,2,3,66.66666666666667,80.7,orange
2568-1023,2568,2025-04-07,2025-04-13,50.0,50.0,0,0,2,6,33.333333333333336,94.85,0,2,0.0,,yellow
2568-1024,2568,2025-04-07,2025-04-13,100.0,100.0,0,1,1,6,16.666666666666668,66.1,0,2,0.0,,green
2568-1025,2568,2025-04-07,2025-04-13,50.0,58.333333333333336,0,0,1,6,16.666666666666668,81.4,1,2,50.0,87.2,yellow
2568-1026,2568,2025-04-07,2025-04-13,25.0,66.66666666666667,0,0,4,12,33.333333333333336,74.375,4,4,100.0,66.75,orange
2568-1027,2568,2025-04-07,2025-04-13,100.0,95.83333333333333,0,6,8,12,66.66666666666667,85.6875,4,4,100.0,69.85,green
2568-1028,2568,2025-04-07,2025-04-13,100.0,91.66666666666667,0,6,6,12,50.0,81.26666666666667,3,4,75.0,90.13333333333333,green
2568-1029,2568,2025-04-07,2025-04-13,75.0,95.83333333333333,0,6,5,12,41.666666666666664,88.22,4,4,100.0,91.45000000000002,green
2568-1030,2568,2025-04-07,2025-04-13,100.0,95.83333333333333,0,6,6,12,50.0,87.51666666666667,3,4,75.0,86.03333333333335,green
2568-1031,2568,2025-04-07,2025-04-13,75.0,62.5,0,1,4,12,33.333333333333336,66.05,1,4,25.0,72.2,green
2568-1032,2568,2025-04-07,2025-04-13,100.0,100.0,0,6,8,12,66.66666666666667,83.975,2,4,50.0,83.6,green
2568-1033,2568,2025-04-07,2025-04-13,100.0,75.0,0,3,3,6,50.0,69.2,1,2,50.0,72.8,green
2568-1034,2568,2025-04-07,2025-04-13,100.0,100.0,0,1,3,9,33.333333333333336,77.43333333333334,0,3,0.0,,green
2568-1035,2568,2025-04-07,2025-04-13,100.0,100.0,0,1,1,6,16.666666666666668,51.3,0,2,0.0,,green
2568-1036,2568,2025-04-07,2025-04-13,75.0,75.0,0,2,7,12,58.333333333333336,77.97142857142856,3,4,75.0,80.9,green
2568-1037,2568,2025-04-07,2025-04-13,100.0,100.0,0,6,5,9,55.55555555555556,98.7,3,3,100.0,85.3,green
2568-1038,2568,2025-04-07,2025-04-13,33.333333333333336,38.888888888888886,0,0,2,9,22.22222222222222,81.4,2,3,66.66666666666667,79.25,orange
2568-1039,2568,2025-04-07,2025-04-13,,,0,0,0,9,0.0,,0,3,0.0,,green
2568-1040,2568,2025-04-07,2025-04-13,66.66666666666667,38.888888888888886,0,0,3,9,33.333333333333336,65.03333333333335,2,3,66.66666666666667,84.3,yellow
2568-1041,2568,2025-04-07,2025-04-13,100.0,75.0,0,1,6,12,50.0,67.81666666666666,1,4,25.0,81.7,green
2568-1042,2568,2025-04-07,2025-04-13,100.0,100.0,0,1,2,12,16.666666666666668,86.4,0,4,0.0,,green
2568-1043,2568,2025-04-07,2025-04-13,50.0,54.166666666666664,0,0,2,12,16.666666666666668,71.95,2,4,50.0,72.5,yellow
2568-1044,2568,2025-04-07,2025-04-13,100.0,33.333333333333336,0,1,2,6,33.333333333333336,73.05,0,2,0.0,,green
2568-1045,2568,2025-04-07,2025-04-13,100.0,100.0,0,6,7,12,58.333333333333336,89.84285714285714,4,4,100.0,91.6,green
2568-1046,2568,2025-04-07,2025-04-13,100.0,91.66666666666667,0,6,8,12,66.66666666666667,84.025,4,4,100.0,87.42500000000001,green
2568-1047,2568,2025-04-07,2025-04-13,75.0,66.66666666666667,0,3,5,12,41.666666666666664,71.55999999999999,3,4,75.0,68.7,green
2568-1048,2568,2025-04-07,2025-04-13,100.0,100.0,0,6,4,9,44.44444444444444,83.15,3,3,100.0,93.53333333333335,green
2568-1049,2568,2025-04-07,2025-04-13,66.66666666666667,61.111111111111114,0,0,5,9,55.55555555555556,72.44,1,3,33.333333333333336,78.9,yellow
2568-1050,2568,2025-04-07,2025-04-13,50.0,70.83333333333333,0,0,3,12,25.0,80.0,3,4,75.0,83.73333333333333,yellow
2568-1051,2568,2025-04-07,2025-04-13,50.0,58.333333333333336,0,0,2,6,33.333333333333336,73.2,2,2,100.0,63.550000000000004,yellow
2568-1052,2568,2025-04-07,2025-04-13,100.0,91.66666666666667,0,4,8,12,66.66666666666667,91.9875,3,4,75.0,85.53333333333335,green
2568-1053,2568,2025-04-07,2025-04-13,100.0,75.0,0,2,3,6,50.0,71.73333333333333,2,2,100.0,73.1,green
2568-1054,2568,2025-04-07,2025-04-13,100.0,100.0,0,1,2,9,22.22222222222222,86.9,0,3,0.0,,green
2568-1055,2568,2025-04-07,2025-04-13,100.0,70.83333333333333,0,4,6,12,50.0,73.95,2,4,50.0,80.1,green
2568-1056,2568,2025-04-07,2025-04-13,75.0,75.0,0,5,6,12,50.0,72.01666666666667,1,4,25.0,92.7,green
2568-1057,2568,2025-04-07,2025-04-13,100.0,100.0,0,6,6,12,50.0,89.96666666666668,3,4,75.0,87.53333333333335,green
2568-1058,2568,2025-04-07,2025-04-13,100.0,100.0,0,6,3,6,50.0,88.53333333333335,2,2,100.0,84.3,green
2568-1059,2568,2025-04-07,2025-04-13,100.0,100.0,0,1,2,9,22.22222222222222,76.9,0,3,0.0,,green
2568-1060,2568,2025-04-07,2025-04-13,,,0,0,0,6,0.0,,0,2,0.0,,green
2568-1061,2568,2025-04-07,2025-04-13,100.0,75.0,0,1,5,12,41.666666666666664,68.28,4,4,100.0,77.9,green
2568-1062,2568,2025-04-07,2025-04-13,,,0,0,0,9,0.0,,0,3,0.0,,green
2568-1063,2568,2025-04-07,2025-04-13,,,0,0,0,12,0.0,,0,4,0.0,,green
2568-1064,2568,2025-04-07,2025-04-13,,50.0,0,0,2,6,33.333333333333336,94.35,2,2,100.0,78.1,green
2568-1065,2568,2025-04-07,2025-04-13,,,0,0,0,6,0.0,,0,2,0.0,,green
2568-1066,2568,2025-04-07,2025-04-13,50.0,62.5,0,0,7,12,58.333333333333336,65.19999999999999,1,4,25.0,60.2,yellow
2568-1067,2568,2025-04-07,2025-04-13,,,0,0,0,12,0.0,,0,4,0.0,,green
2568-1068,2568,2025-04-07,2025-04-13,100.0,100.0,0,6,5,9,55.55555555555556,82.4,3,3,100.0,98.06666666666666,green
2568-1069,2568,2025-04-07,2025-04-13,75.0,91.66666666666667,0,6,6,12,50.0,82.55000000000001,2,4,50.0,67.95,green
2568-1070,2568,2025-04-07,2025-04-13,66.66666666666667,77.77777777777777,0,0,6,9,66.66666666666667,78.60000000000001,2,3,66.66666666666667,79.4,yellow
2568-1071,2568,2025-04-07,2025-04-13,66.66666666666667,83.33333333333333,0,0,4,9,44.44444444444444,93.275,3,3,100.0,86.76666666666665,yellow
2568-1072,2568,2025-04-07,2025-04-13,100.0,58.333333333333336,0,1,2,6,33.333333333333336,75.7,2,2,100.0,63.05,green
2568-1073,2568,2025-04-07,2025-04-13,100.0,100.0,0,1,3,12,25.0,74.6,0,4,0.0,,green
2568-1074,2568,2025-04-07,2025-04-13,25.0,41.666666666666664,0,0,1,12,8.333333333333334,39.3,2,4,50.0,63.599999999999994,orange
2568-1075,2568,2025-04-07,2025-04-13,,30.0,2,0,1,6,16.666666666666668,55.5,0,2,0.0,,red
2568-1076,2568,2025-04-07,2025-04-13,50.0,58.333333333333336,0,0,7,12,58.333333333333336,80.39999999999999,4,4,100.0,80.5,yellow
2568-1077,2568,2025-04-07,2025-04-13,100.0,100.0,0,1,4,12,33.333333333333336,83.82499999999999,0,4,0.0,,green
2568-1078,2568,2025-04-07,2025-04-13,,,0,0,0,12,0.0,,0,4,0.0,,green
2568-1079,2568,2025-04-07,2025-04-13,100.0,100.0,0,1,2,12,16.666666666666668,82.45,0,4,0.0,,green
2568-1080,2568,2025-04-07,2025-04-13,50.0,50.0,0,0,2,12,16.666666666666668,78.85,0,4,0.0,,yellow
2568-1081,2568,2025-04-07,2025-04-13,75.0,75.0,0,1,4,12,33.333333333333336,75.02499999999999,0,4,0.0,,green
2568-1082,2568,2025-04-07,2025-04-13,,,0,0,0,12,0.0,,0,4,0.0,,green
2568-1083,2568,2025-04-07,2025-04-13,,,0,0,0,6,0.0,,0,2,0.0,,green
2568-1084,2568,2025-04-07,2025-04-13,100.0,95.83333333333333,0,6,8,12,66.66666666666667,88.1875,3,4,75.0,83.3,green
2568-1085,2568,2025-04-07,2025-04-13,,,0,0,0,12,0.0,,0,4,0.0,,green
2568-1086,2568,2025-04-07,2025-04-13,50.0,50.0,0,0,2,6,33.333333333333336,75.75,1,2,50.0,61.5,yellow
2568-1087,2568,2025-04-07,2025-04-13,75.0,87.5,0,6,7,12,58.333333333333336,74.88571428571427,2,4,50.0,86.25,green
2568-1088,2568,2025-04-07,2025-04-13,25.0,25.0,0,0,2,12,16.666666666666668,86.3,0,4,0.0,,orange
2568-1089,2568,2025-04-07,2025-04-13,,,0,0,0,6,0.0,,0,2,0.0,,green
2568-1090,2568,2025-04-07,2025-04-13,,45.0,0,1,0,12,0.0,,0,4,0.0,,green
2568-1091,2568,2025-04-07,2025-04-13,100.0,100.0,0,1,2,6,33.333333333333336,87.5,0,2,0.0,,green
2568-1092,2568,2025-04-07,2025-04-13,,80.0,0,0,2,6,33.333333333333336,67.25,1,2,50.0,70.9,green
2568-1093,2568,2025-04-07,2025-04-13,100.0,100.0,0,6,5,9,55.55555555555556,87.66,0,3,0.0,,green
2568-1094,2568,2025-04-07,2025-04-13,66.66666666666667,83.33333333333333,0,0,4,9,44.44444444444444,88.30000000000001,3,3,100.0,84.26666666666667,yellow
2568-1095,2568,2025-04-07,2025-04-13,50.0,54.166666666666664,0,0,4,12,33.333333333333336,64.425,2,4,50.0,70.95,yellow
2568-1096,2568,2025-04-07,2025-04-13,75.0,87.5,0,6,6,12,50.0,82.83333333333333,3,4,75.0,90.46666666666665,green
2568-1097,2568,2025-04-07,2025-04-13,100.0,100.0,0,6,3,6,50.0,88.89999999999999,2,2,100.0,94.19999999999999,green
2568-1098,2568,2025-04-07,2025-04-13,100.0,66.66666666666667,0,3,3,6,50.0,67.16666666666667,1,2,50.0,55.4,green
2568-1099,2568,2025-04-07,2025-04-13,75.0,79.16666666666667,0,4,6,12,50.0,85.56666666666666,4,4,100.0,81.025,green
2568-1100,2568,2025-04-07,2025-04-13,33.333333333333336,33.333333333333336,0,0,1,9,11.11111111111111,75.0,0,3,0.0,,orange
2568-1101,2568,2025-04-07,2025-04-13,100.0,75.0,0,1,4,6,66.66666666666667,84.25,1,2,50.0,94.3,green
2568-1102,2568,2025-04-07,2025-04-13,100.0,94.44444444444444,0,1,6,9,66.66666666666667,86.35000000000001,3,3,100.0,82.56666666666666,green
2568-1103,2568,2025-04-07,2025-04-13,50.0,50.0,0,0,1,12,8.333333333333334,74.3,0,4,0.0,,yellow
2568-1104,2568,2025-04-07,2025-04-13,75.0,50.0,0,2,5,12,41.666666666666664,65.17999999999999,4,4,100.0,66.025,green
2568-1105,2568,2025-04-07,2025-04-13,100.0,77.77777777777777,0,1,5,9,55.55555555555556,82.46,3,3,100.0,73.03333333333333,green
2568-1106,2568,2025-04-07,2025-04-13,75.0,75.0,0,4,4,12,33.333333333333336,66.025,1,4,25.0,60.4,green
2568-1107,2568,2025-04-07,2025-04-13,,,0,0,0,12,0.0,,0,4,0.0,,green
2568-1108,2568,2025-04-07,2025-04-13,100.0,77.77777777777777,0,2,4,9,44.44444444444444,83.3,2,3,66.66666666666667,70.1,green
2568-1109,2568,2025-04-07,2025-04-13,66.66666666666667,72.22222222222223,0,0,2,9,22.22222222222222,68.45,2,3,66.66666666666667,70.55,yellow
2568-1110,2568,2025-04-07,2025-04-13,100.0,100.0,0,1,3,9,33.333333333333336,79.93333333333334,0,3,0.0,,green
2568-1111,2568,2025-04-07,2025-04-13,100.0,70.83333333333333,0,1,4,12,33.333333333333336,87.5,2,4,50.0,79.69999999999999,green
2568-1112,2568,2025-04-07,2025-04-13,100.0,75.0,0,1,5,12,41.666666666666664,72.74,2,4,50.0,77.19999999999999,green
2568-1113,2568,2025-04-07,2025-04-13,,,0,0,0,12,0.0,,0,4,0.0,,green
2568-1114,2568,2025-04-07,2025-04-13,75.0,75.0,0,1,4,12,33.333333333333336,76.075,0,4,0.0,,green
2568-1115,2568,2025-04-07,2025-04-13,,,0,0,0,12,0.0,,0,4,0.0,,green
2568-1116,2568,2025-04-07,2025-04-13,,,0,0,0,6,0.0,,0,2,0.0,,green
2568-1117,2568,2025-04-07,2025-04-13,75.0,83.33333333333333,0,5,5,12,41.666666666666664,74.14,2,4,50.0,74.6,green
2568-1118,2568,2025-04-07,2025-04-13,75.0,54.166666666666664,0,1,6,12,50.0,72.01666666666667,2,4,50.0,72.55000000000001,green
2568-1119,2568,2025-04-07,2025-04-13,50.0,50.0,0,0,3,12,25.0,76.56666666666666,0,4,0.0,,yellow
2568-1120,2568,2025-04-07,2025-04-13,,,0,0,0,9,0.0,,0,3,0.0,,green
2568-1121,2568,2025-04-07,2025-04-13,75.0,75.0,0,1,2,12,16.666666666666668,85.3,0,4,0.0,,green
2568-1122,2568,2025-04-07,2025-04-13,75.0,79.16666666666667,0,3,7,12,58.333333333333336,68.81428571428572,3,4,75.0,65.73333333333333,green
2568-1123,2568,2025-04-07,2025-04-13,75.0,75.0,0,1,3,12,25.0,64.76666666666667,1,4,25.0,58.6,green
2568-1124,2568,2025-04-07,2025-04-13,75.0,79.16666666666667,0,4,4,12,33.333333333333336,75.375,2,4,50.0,72.4,green
2568-1125,2568,2025-04-07,2025-04-13,100.0,100.0,0,6,6,12,50.0,79.39999999999999,1,4,25.0,87.7,green
2568-1126,2568,2025-04-07,2025-04-13,75.0,75.0,0,1,4,12,33.333333333333336,83.35,0,4,0.0,,green
2568-1127,2568,2025-04-07,2025-04-13,,,0,0,0,12,0.0,,0,4,0.0,,green
2568-1128,2568,2025-04-07,2025-04-13,100.0,100.0,0,1,2,6,33.333333333333336,79.25,0,2,0.0,,green
2568-1129,2568,2025-04-07,2025-04-13,100.0,100.0,0,1,4,12,33.333333333333336,84.05,0,4,0.0,,green
2568-1130,2568,2025-04-07,2025-04-13,66.66666666666667,77.77777777777777,0,0,4,9,44.44444444444444,72.1,1,3,33.333333333333336,84.6,yellow
2568-1131,2568,2025-04-07,2025-04-13,75.0,70.83333333333333,0,1,6,12,50.0,86.48333333333333,3,4,75.0,85.86666666666667,green
2568-1132,2568,2025-04-07,2025-04-13,100.0,91.66666666666667,0,6,7,12,58.333333333333336,85.74285714285715,4,4,100.0,93.975,green
2568-1133,2568,2025-04-07,2025-04-13,100.0,100.0,0,6,7,12,58.333333333333336,86.54285714285713,3,4,75.0,87.23333333333333,green
2568-1134,2568,2025-04-07,2025-04-13,100.0,100.0,0,1,3,12,25.0,95.06666666666666,0,4,0.0,,green
2568-1135,2568,2025-04-07,2025-04-13,100.0,83.33333333333333,0,2,6,12,50.0,74.61666666666666,3,4,75.0,77.2,green
2568-1136,2568,2025-04-07,2025-04-13,,,0,0,0,9,0.0,,0,3,0.0,,green
2568-1137,2568,2025-04-07,2025-04-13,100.0,91.66666666666667,0,6,6,12,50.0,80.35,3,4,75.0,81.73333333333333,green
2568-1138,2568,2025-04-07,2025-04-13,50.0,50.0,0,0,3,12,25.0,84.26666666666667,0,4,0.0,,yellow
2568-1139,2568,2025-04-07,2025-04-13,50.0,62.5,0,0,5,12,41.666666666666664,70.74,4,4,100.0,67.27499999999999,yellow
2568-1140,2568,2025-04-07,2025-04-13,100.0,83.33333333333333,0,1,6,9,66.66666666666667,81.35000000000001,3,3,100.0,85.89999999999999,green
2568-1141,2568,2025-04-07,2025-04-13,100.0,83.33333333333333,0,1,4,9,44.44444444444444,79.525,3,3,100.0,88.0,green
2568-1142,2568,2025-04-07,2025-04-13,75.0,70.83333333333333,0,3,3,12,25.0,81.23333333333333,1,4,25.0,60.3,green
2568-1143,2568,2025-04-07,2025-04-13,100.0,100.0,0,6,5,9,55.55555555555556,77.42,2,3,66.66666666666667,87.35,green
2568-1144,2568,2025-04-07,2025-04-13,50.0,58.333333333333336,0,0,3,6,50.0,78.5,2,2,100.0,57.55,yellow
2568-1145,2568,2025-04-07,2025-04-13,75.0,83.33333333333333,0,4,7,12,58.333333333333336,85.2,3,4,75.0,85.83333333333333,green
2568-1146,2568,2025-04-07,2025-04-13,0.0,50.0,0,0,3,9,33.333333333333336,63.333333333333336,0,3,0.0,,red
2568-1147,2568,2025-04-07,2025-04-13,75.0,37.5,0,1,2,12,16.666666666666668,69.55000000000001,2,4,50.0,58.25,green
2568-1148,2568,2025-04-07,2025-04-13,100.0,88.88888888888889,0,2,4,9,44.44444444444444,75.975,2,3,66.66666666666667,81.05,green
2568-1149,2568,2025-04-07,2025-04-13,,,0,0,0,9,0.0,,0,3,0.0,,green
2568-1150,2568,2025-04-07,2025-04-13,33.333333333333336,77.77777777777777,0,0,2,9,22.22222222222222,70.7,3,3,100.0,73.96666666666665,orange
2568-1151,2568,2025-04-07,2025-04-13,100.0,83.33333333333333,0,1,4,9,44.44444444444444,80.275,2,3,66.66666666666667,77.25,green
2568-1152,2568,2025-04-07,2025-04-13,100.0,70.83333333333333,0,2,4,12,33.333333333333336,80.32499999999999,2,4,50.0,77.80000000000001,green
2568-1153,2568,2025-04-07,2025-04-13,50.0,50.0,0,0,4,12,33.333333333333336,91.65,0,4,0.0,,yellow
2568-1154,2568,2025-04-07,2025-04-13,50.0,50.0,0,0,0,6,0.0,,0,2,0.0,,yellow
2568-1155,2568,2025-04-07,2025-04-13,0.0,33.333333333333336,0,0,3,9,33.333333333333336,66.76666666666667,1,3,33.333333333333336,63.8,red
2568-1156,2568,2025-04-07,2025-04-13,25.0,54.166666666666664,0,0,4,12,33.333333333333336,71.25,2,4,50.0,70.75,orange
2568-1157,2568,2025-04-07,2025-04-13,75.0,95.83333333333333,0,6,6,12,50.0,66.33333333333333,4,4,100.0,80.5,green
2568-1158,2568,2025-04-07,2025-04-13,100.0,87.5,0,4,7,12,58.333333333333336,88.81428571428572,4,4,100.0,84.675,green
2568-1159,2568,2025-04-07,2025-04-13,100.0,100.0,0,1,3,9,33.333333333333336,93.03333333333335,0,3,0.0,,green
2568-1160,2568,2025-04-07,2025-04-13,75.0,75.0,0,1,3,12,25.0,88.16666666666667,0,4,0.0,,green
2568-1001,2568,2025-04-14,2025-04-20,,,0,0,0,12,0.0,,0,4,0.0,,green
2568-1002,2568,2025-04-14,2025-04-20,50.0,67.85714285714286,0,0,6,12,50.0,84.03333333333333,3,4,75.0,68.10000000000001,yellow
2568-1003,2568,2025-04-14,2025-04-20,50.0,67.85714285714286,0,0,3,12,25.0,63.06666666666666,3,4,75.0,67.33333333333333,yellow
2568-1004,2568,2025-04-14,2025-04-20,50.0,57.142857142857146,0,0,4,12,33.333333333333336,70.55000000000001,4,4,100.0,79.4,yellow
2568-1005,2568,2025-04-14,2025-04-20,75.0,64.28571428571429,0,2,3,12,25.0,72.2,2,4,50.0,84.4,green
2568-1006,2568,2025-04-14,2025-04-20,66.66666666666667,71.42857142857143,0,0,3,9,33.333333333333336,82.3,2,3,66.66666666666667,76.19999999999999,yellow
2568-1007,2568,2025-04-14,2025-04-20,50.0,62.5,0,0,2,12,16.666666666666668,66.95,0,4,0.0,,yellow
2568-1008,2568,2025-04-14,2025-04-20,50.0,50.0,0,0,3,12,25.0,70.5,0,4,0.0,,yellow
2568-1009,2568,2025-04-14,2025-04-20,,,0,0,0,12,0.0,,0,4,0.0,,green
2568-1010,2568,2025-04-14,2025-04-20,75.0,87.5,0,2,3,12,25.0,80.5,0,4,0.0,,green
2568-1011,2568,2025-04-14,2025-04-20,,,0,0,0,12,0.0,,0,4,0.0,,green
2568-1012,2568,2025-04-14,2025-04-20,100.0,100.0,0,7,3,6,50.0,91.10000000000001,1,2,50.0,81.6,green
2568-1013,2568,2025-04-14,2025-04-20,100.0,75.0,0,1,3,12,25.0,91.96666666666665,0,4,0.0,,green
2568-1014,2568,2025-04-14,2025-04-20,75.0,78.57142857142857,0,5,4,12,33.333333333333336,77.32499999999999,3,4,75.0,74.7,green
2568-1015,2568,2025-04-14,2025-04-20,,40.0,0,0,2,6,33.333333333333336,72.4,0,2,0.0,,green
2568-1016,2568,2025-04-14,2025-04-20,75.0,78.57142857142857,0,7,5,12,41.666666666666664,96.58000000000001,2,4,50.0,82.0,green
2568-1017,2568,2025-04-14,2025-04-20,75.0,75.0,0,1,4,12,33.333333333333336,83.44999999999999,3,4,75.0,75.16666666666667,green
2568-1018,2568,2025-04-14,2025-04-20,66.66666666666667,66.66666666666667,0,0,1,9,11.11111111111111,82.9,0,3,0.0,,yellow
2568-1019,2568,2025-04-14,2025-04-20,,,0,0,0,12,0.0,,0,4,0.0,,green
2568-1020,2568,2025-04-14,2025-04-20,75.0,87.5,0,2,2,12,16.666666666666668,80.25,0,4,0.0,,green
2568-1021,2568,2025-04-14,2025-04-20,100.0,85.71428571428571,0,5,5,12,41.666666666666664,90.6,4,4,100.0,87.875,green
2568-1022,2568,2025-04-14,2025-04-20,33.333333333333336,38.095238095238095,0,0,5,9,55.55555555555556,70.16,2,3,66.66666666666667,80.7,orange
2568-1023,2568,2025-04-14,2025-04-20,100.0,75.0,0,1,2,6,33.333333333333336,94.85,0,2,0.0,,green
