student_key,month,att_next_month_pct
uuid-2569-2010,2026-07,
uuid-2569-2010,2026-08,
uuid-2569-2010,2026-09,
uuid-2569-2011,2026-03,62.5
uuid-2569-2011,2026-04,0.0
uuid-2569-2012,2026-04,91.7
uuid-2569-2012,2026-05,93.3
uuid-2569-2012,2026-06,100.0
uuid-2569-2012,2026-07,
uuid-2569-2012,2026-08,
uuid-2569-2012,2026-09,
uuid-2569-2013,2026-03,0.0
uuid-2569-2014,2026-03,81.2
uuid-2569-2014,2026-04,37.5
uuid-2569-2014,2026-05,65.0
uuid-2569-2014,2026-06,75.0
uuid-2569-2014,2026-07,
uuid-2569-2015,2026-03,75.0
uuid-2569-2015,2026-04,0.0
uuid-2569-2016,2026-03,43.8
uuid-2569-2016,2026-04,81.2
uuid-2569-2016,2026-05,75.0
uuid-2569-2016,2026-06,56.2
uuid-2569-2016,2026-07,
uuid-2569-2016,2026-08,
uuid-2569-2016,2026-09,
uuid-2569-2017,2026-03,43.8
uuid-2569-2017,2026-04,0.0
uuid-2569-2018,2026-03,43.8
uuid-2569-2018,2026-04,0.0
uuid-2569-2019,2026-03,0.0
uuid-2569-2020,2026-03,87.5
uuid-2569-2020,2026-04,93.8
uuid-2569-2020,2026-05,85.0
uuid-2569-2020,2026-06,100.0
uuid-2569-2020,2026-07,
uuid-2569-2020,2026-08,
uuid-2569-2020,2026-09,
uuid-2569-2021,2026-03,75.0
uuid-2569-2021,2026-04,62.5
uuid-2569-2021,2026-05,65.0
uuid-2569-2021,2026-06,43.8
uuid-2569-2021,2026-07,
uuid-2569-2021,2026-08,
uuid-2569-2021,2026-09,
uuid-2569-2022,2026-03,0.0
uuid-2569-2023,2026-03,43.8
uuid-2569-2023,2026-04,81.2
uuid-2569-2023,2026-05,50.0
uuid-2569-2023,2026-06,50.0
uuid-2569-2023,2026-07,
uuid-2569-2023,2026-08,
uuid-2569-2023,2026-09,
uuid-2569-2024,2026-03,100.0
uuid-2569-2024,2026-04,87.5
uuid-2569-2024,2026-05,80.0
uuid-2569-2024,2026-06,87.5
uuid-2569-2024,2026-07,
uuid-2569-2024,2026-08,
uuid-2569-2024,2026-09,
uuid-2569-2025,2026-03,66.7
uuid-2569-2025,2026-04,0.0
uuid-2569-2026,2026-03,100.0
uuid-2569-2026,2026-04,93.8
uuid-2569-2026,2026-05,90.0
uuid-2569-2026,2026-06,100.0
uuid-2569-2026,2026-07,
uuid-2569-2026,2026-08,
uuid-2569-2026,2026-09,
uuid-2569-2027,2026-06,81.2
uuid-2569-2027,2026-07,
uuid-2569-2027,2026-08,
uuid-2569-2027,2026-09,
uuid-2569-2028,2026-03,0.0
uuid-2569-2029,2026-03,62.5
uuid-2569-2029,2026-04,87.5
uuid-2569-2029,2026-05,40.0
uuid-2569-2029,2026-06,75.0
uuid-2569-2029,2026-07,
uuid-2569-2029,2026-08,
uuid-2569-2030,2026-04,100.0
uuid-2569-2030,2026-05,90.0
uuid-2569-2030,2026-06,93.8
uuid-2569-2030,2026-07,
uuid-2569-2030,2026-08,
uuid-2569-2030,2026-09,
uuid-2569-2031,2026-03,68.8
uuid-2569-2031,2026-04,87.5
uuid-2569-2031,2026-05,85.0
uuid-2569-2031,2026-06,87.5
uuid-2569-2031,2026-07,
uuid-2569-2031,2026-08,
uuid-2569-2031,2026-09,
uuid-2569-2032,2026-04,83.3
uuid-2569-2032,2026-05,86.7
uuid-2569-2032,2026-06,83.3
uuid-2569-2032,2026-07,
uuid-2569-2032,2026-08,
uuid-2569-2032,2026-09,
uuid-2569-2033,2026-03,100.0
uuid-2569-2033,2026-04,87.5
uuid-2569-2033,2026-05,80.0
uuid-2569-2033,2026-06,100.0
uuid-2569-2033,2026-07,
uuid-2569-2033,2026-08,
uuid-2569-2033,2026-09,
uuid-2569-2034,2026-04,68.8
uuid-2569-2034,2026-05,80.0
uuid-2569-2034,2026-06,81.2
uuid-2569-2034,2026-07,
uuid-2569-2035,2026-04,75.0
uuid-2569-2035,2026-05,93.3
uuid-2569-2035,2026-06,75.0
uuid-2569-2035,2026-07,
uuid-2569-2035,2026-08,
uuid-2569-2035,2026-09,
uuid-2569-2036,2026-03,100.0
uuid-2569-2036,2026-04,100.0
uuid-2569-2036,2026-05,90.0
uuid-2569-2036,2026-06,75.0
uuid-2569-2036,2026-07,
uuid-2569-2036,2026-08,
uuid-2569-2036,2026-09,
uuid-2569-2037,2026-03,93.8
uuid-2569-2037,2026-04,93.8
uuid-2569-2037,2026-05,90.0
uuid-2569-2037,2026-06,100.0
uuid-2569-2037,2026-07,
uuid-2569-2037,2026-08,
uuid-2569-2037,2026-09,
uuid-2569-2038,2026-03,83.3
uuid-2569-2038,2026-04,91.7
uuid-2569-2038,2026-05,93.3
uuid-2569-2038,2026-06,100.0
uuid-2569-2038,2026-07,
uuid-2569-2038,2026-08,
uuid-2569-2038,2026-09,
uuid-2569-2039,2026-03,25.0
uuid-2569-2039,2026-04,0.0
uuid-2569-2040,2026-06,68.8
uuid-2569-2040,2026-07,
uuid-2569-2040,2026-08,
uuid-2569-2041,2026-03,68.8
uuid-2569-2041,2026-04,62.5
uuid-2569-2041,2026-05,65.0
uuid-2569-2041,2026-06,50.0
uuid-2569-2041,2026-07,
uuid-2569-2041,2026-08,
uuid-2569-2041,2026-09,
uuid-2569-2042,2026-04,87.5
uuid-2569-2042,2026-05,65.0
uuid-2569-2042,2026-06,93.8
uuid-2569-2042,2026-07,
uuid-2569-2042,2026-08,
uuid-2569-2043,2026-04,81.2
uuid-2569-2043,2026-05,0.0
uuid-2569-2044,2026-03,68.8
uuid-2569-2044,2026-04,75.0
uuid-2569-2044,2026-05,75.0
uuid-2569-2044,2026-06,68.8
uuid-2569-2044,2026-07,
uuid-2569-2044,2026-08,
uuid-2569-2044,2026-09,
uuid-2569-2045,2026-04,87.5
uuid-2569-2045,2026-05,70.0
uuid-2569-2045,2026-06,75.0
uuid-2569-2045,2026-07,
uuid-2569-2045,2026-08,
uuid-2569-2045,2026-09,
uuid-2569-2046,2026-04,68.8
uuid-2569-2046,2026-05,0.0
uuid-2569-2047,2026-03,93.8
uuid-2569-2047,2026-04,100.0
uuid-2569-2047,2026-05,95.0
uuid-2569-2047,2026-06,87.5
uuid-2569-2047,2026-07,
uuid-2569-2047,2026-08,
uuid-2569-2047,2026-09,
uuid-2569-2048,2026-03,100.0
uuid-2569-2048,2026-04,100.0
uuid-2569-2048,2026-05,100.0
uuid-2569-2048,2026-06,100.0
uuid-2569-2048,2026-07,
uuid-2569-2048,2026-08,
uuid-2569-2048,2026-09,
uuid-2569-2049,2026-03,50.0
uuid-2569-2049,2026-04,0.0
uuid-2569-2050,2026-04,75.0
uuid-2569-2050,2026-05,70.0
uuid-2569-2050,2026-06,75.0
uuid-2569-2050,2026-07,
uuid-2569-2050,2026-08,
uuid-2569-2050,2026-09,
uuid-2569-2051,2026-05,75.0
uuid-2569-2051,2026-06,93.8
uuid-2569-2051,2026-07,
uuid-2569-2051,2026-08,
uuid-2569-2051,2026-09,
uuid-2569-2052,2026-04,0.0
uuid-2569-2053,2026-03,81.2
uuid-2569-2053,2026-04,81.2
uuid-2569-2053,2026-05,85.0
uuid-2569-2053,2026-06,75.0
uuid-2569-2053,2026-07,
uuid-2569-2053,2026-08,
uuid-2569-2053,2026-09,
uuid-2569-2054,2026-03,18.8
uuid-2569-2054,2026-04,43.8
uuid-2569-2054,2026-05,65.0
uuid-2569-2054,2026-06,43.8
uuid-2569-2054,2026-07,
uuid-2569-2054,2026-08,
uuid-2569-2055,2026-03,100.0
uuid-2569-2055,2026-04,93.8
uuid-2569-2055,2026-05,0.0
uuid-2569-2056,2026-06,75.0
uuid-2569-2056,2026-07,
uuid-2569-2056,2026-08,
uuid-2569-2056,2026-09,
uuid-2569-2057,2026-05,0.0
uuid-2569-2058,2026-04,43.8
uuid-2569-2058,2026-05,0.0
uuid-2569-2059,2026-03,75.0
uuid-2569-2059,2026-04,100.0
uuid-2569-2059,2026-05,80.0
uuid-2569-2059,2026-06,100.0
uuid-2569-2059,2026-07,
uuid-2569-2059,2026-08,
uuid-2569-2059,2026-09,
uuid-2569-2060,2026-03,93.8
uuid-2569-2060,2026-04,81.2
uuid-2569-2060,2026-05,90.0
uuid-2569-2060,2026-06,75.0
uuid-2569-2060,2026-07,
uuid-2569-2060,2026-08,
uuid-2569-2060,2026-09,
uuid-2569-2061,2026-03,0.0
uuid-2569-2062,2026-03,100.0
uuid-2569-2062,2026-04,91.7
uuid-2569-2062,2026-05,93.3
uuid-2569-2062,2026-06,91.7
uuid-2569-2062,2026-07,
uuid-2569-2062,2026-08,
uuid-2569-2062,2026-09,
uuid-2569-2063,2026-03,31.2
uuid-2569-2063,2026-04,68.8
uuid-2569-2063,2026-05,40.0
uuid-2569-2063,2026-06,43.8
uuid-2569-2063,2026-07,
uuid-2569-2063,2026-08,
uuid-2569-2063,2026-09,
uuid-2569-2064,2026-04,62.5
uuid-2569-2064,2026-05,75.0
uuid-2569-2064,2026-06,75.0
uuid-2569-2064,2026-07,
uuid-2569-2064,2026-08,
uuid-2569-2064,2026-09,
uuid-2569-2065,2026-03,100.0
uuid-2569-2065,2026-04,100.0
uuid-2569-2065,2026-05,100.0
uuid-2569-2065,2026-06,91.7
uuid-2569-2065,2026-07,
uuid-2569-2066,2026-05,65.0
uuid-2569-2066,2026-06,37.5
uuid-2569-2066,2026-07,
uuid-2569-2066,2026-08,
uuid-2569-2067,2026-03,100.0
uuid-2569-2067,2026-04,100.0
uuid-2569-2067,2026-05,93.3
uuid-2569-2067,2026-06,100.0
uuid-2569-2067,2026-07,
uuid-2569-2067,2026-08,
uuid-2569-2067,2026-09,
uuid-2569-2068,2026-03,56.2
uuid-2569-2068,2026-04,50.0
uuid-2569-2068,2026-05,75.0
uuid-2569-2068,2026-06,43.8
uuid-2569-2068,2026-07,
uuid-2569-2068,2026-08,
uuid-2569-2069,2026-05,90.0
uuid-2569-2069,2026-06,0.0
uuid-2569-2070,2026-03,68.8
uuid-2569-2070,2026-04,62.5
uuid-2569-2070,2026-05,55.0
uuid-2569-2070,2026-06,75.0
uuid-2569-2070,2026-07,
uuid-2569-2070,2026-08,
uuid-2569-2070,2026-09,
uuid-2569-2071,2026-03,93.8
uuid-2569-2071,2026-04,0.0
uuid-2569-2072,2026-03,87.5
uuid-2569-2072,2026-04,87.5
uuid-2569-2072,2026-05,50.0
uuid-2569-2072,2026-06,75.0
uuid-2569-2072,2026-07,
uuid-2569-2072,2026-08,
uuid-2569-2072,2026-09,
uuid-2569-2073,2026-04,93.8
uuid-2569-2073,2026-05,0.0
uuid-2569-2074,2026-03,100.0
uuid-2569-2074,2026-04,87.5
uuid-2569-2074,2026-05,100.0
uuid-2569-2074,2026-06,100.0
uuid-2569-2074,2026-07,
uuid-2569-2074,2026-08,
uuid-2569-2074,2026-09,
uuid-2569-2075,2026-03,81.2
uuid-2569-2075,2026-04,81.2
uuid-2569-2075,2026-05,75.0
uuid-2569-2075,2026-06,68.8
uuid-2569-2075,2026-07,
uuid-2569-2075,2026-08,
uuid-2569-2075,2026-09,
uuid-2569-2076,2026-03,56.2
uuid-2569-2076,2026-04,68.8
uuid-2569-2076,2026-05,75.0
uuid-2569-2076,2026-06,62.5
uuid-2569-2076,2026-07,
uuid-2569-2076,2026-08,
uuid-2569-2076,2026-09,
uuid-2569-2077,2026-03,100.0
uuid-2569-2077,2026-04,100.0
uuid-2569-2077,2026-05,100.0
uuid-2569-2077,2026-06,100.0
uuid-2569-2077,2026-07,
uuid-2569-2077,2026-08,
uuid-2569-2077,2026-09,
uuid-2569-2078,2026-03,87.5
uuid-2569-2078,2026-04,62.5
uuid-2569-2078,2026-05,55.0
uuid-2569-2078,2026-06,62.5
uuid-2569-2078,2026-07,
uuid-2569-2078,2026-08,
uuid-2569-2078,2026-09,
uuid-2569-2079,2026-03,100.0
uuid-2569-2079,2026-04,81.2
uuid-2569-2079,2026-05,100.0
uuid-2569-2079,2026-06,87.5
uuid-2569-2079,2026-07,
uuid-2569-2079,2026-08,
uuid-2569-2079,2026-09,
uuid-2569-2080,2026-03,75.0
uuid-2569-2080,2026-04,93.8
uuid-2569-2080,2026-05,95.0
uuid-2569-2080,2026-06,81.2
uuid-2569-2080,2026-07,
uuid-2569-2080,2026-08,
uuid-2569-2080,2026-09,
uuid-2569-2081,2026-03,100.0
uuid-2569-2081,2026-04,87.5
uuid-2569-2081,2026-05,90.0
uuid-2569-2081,2026-06,75.0
uuid-2569-2081,2026-07,
uuid-2569-2081,2026-08,
uuid-2569-2081,2026-09,
uuid-2569-2082,2026-03,87.5
uuid-2569-2082,2026-04,75.0
uuid-2569-2082,2026-05,50.0
uuid-2569-2082,2026-06,50.0
uuid-2569-2082,2026-07,
uuid-2569-2083,2026-03,56.2
uuid-2569-2083,2026-04,37.5
uuid-2569-2083,2026-05,0.0
uuid-2569-2084,2026-03,100.0
uuid-2569-2084,2026-04,93.8
uuid-2569-2084,2026-05,100.0
uuid-2569-2084,2026-06,100.0
uuid-2569-2084,2026-07,
uuid-2569-2084,2026-08,
uuid-2569-2084,2026-09,
uuid-2569-2085,2026-03,81.2
uuid-2569-2085,2026-04,75.0
uuid-2569-2085,2026-05,70.0
uuid-2569-2085,2026-06,81.2
uuid-2569-2085,2026-07,
uuid-2569-2085,2026-08,
uuid-2569-2085,2026-09,
uuid-2569-2086,2026-03,81.2
uuid-2569-2086,2026-04,87.5
uuid-2569-2086,2026-05,90.0
uuid-2569-2086,2026-06,81.2
uuid-2569-2086,2026-07,
uuid-2569-2086,2026-08,
uuid-2569-2086,2026-09,
uuid-2569-2087,2026-03,93.8
uuid-2569-2087,2026-04,0.0
uuid-2569-2088,2026-03,0.0
uuid-2569-2089,2026-03,37.5
uuid-2569-2089,2026-04,50.0
uuid-2569-2089,2026-05,60.0
uuid-2569-2089,2026-06,62.5
uuid-2569-2089,2026-07,
uuid-2569-2090,2026-03,87.5
uuid-2569-2090,2026-04,68.8
uuid-2569-2090,2026-05,55.0
uuid-2569-2090,2026-06,75.0
uuid-2569-2090,2026-07,
uuid-2569-2090,2026-08,
uuid-2569-2090,2026-09,
uuid-2569-2091,2026-03,0.0
uuid-2569-2092,2026-04,81.2
uuid-2569-2092,2026-05,85.0
uuid-2569-2092,2026-06,0.0
uuid-2569-2093,2026-03,66.7
uuid-2569-2093,2026-04,41.7
uuid-2569-2093,2026-05,46.7
uuid-2569-2093,2026-06,58.3
uuid-2569-2093,2026-07,
uuid-2569-2093,2026-08,
uuid-2569-2093,2026-09,
uuid-2569-2094,2026-04,100.0
uuid-2569-2094,2026-05,80.0
uuid-2569-2094,2026-06,0.0
uuid-2569-2095,2026-03,100.0
uuid-2569-2095,2026-04,87.5
uuid-2569-2095,2026-05,80.0
uuid-2569-2095,2026-06,87.5
uuid-2569-2095,2026-07,
uuid-2569-2096,2026-03,87.5
uuid-2569-2096,2026-04,62.5
uuid-2569-2096,2026-05,90.0
uuid-2569-2096,2026-06,100.0
uuid-2569-2096,2026-07,
uuid-2569-2096,2026-08,
uuid-2569-2097,2026-03,41.7
uuid-2569-2097,2026-04,100.0
uuid-2569-2097,2026-05,80.0
uuid-2569-2097,2026-06,58.3
uuid-2569-2097,2026-07,
uuid-2569-2097,2026-08,
uuid-2569-2097,2026-09,
uuid-2569-2098,2026-03,93.8
uuid-2569-2098,2026-04,56.2
uuid-2569-2098,2026-05,0.0
uuid-2569-2099,2026-03,25.0
uuid-2569-2099,2026-04,43.8
uuid-2569-2099,2026-05,70.0
uuid-2569-2099,2026-06,0.0
uuid-2569-2100,2026-05,55.0
uuid-2569-2100,2026-06,68.8
uuid-2569-2100,2026-07,
uuid-2569-2101,2026-03,100.0
uuid-2569-2101,2026-04,25.0
uuid-2569-2101,2026-05,0.0
uuid-2569-2102,2026-03,75.0
uuid-2569-2102,2026-04,0.0
uuid-2569-2103,2026-03,75.0
uuid-2569-2103,2026-04,87.5
uuid-2569-2103,2026-05,75.0
uuid-2569-2103,2026-06,56.2
uuid-2569-2103,2026-07,
uuid-2569-2104,2026-03,75.0
uuid-2569-2104,2026-04,62.5
uuid-2569-2104,2026-05,60.0
uuid-2569-2104,2026-06,68.8
uuid-2569-2104,2026-07,
uuid-2569-2104,2026-08,
uuid-2569-2104,2026-09,
uuid-2569-2105,2026-03,0.0
uuid-2569-2106,2026-03,56.2
uuid-2569-2106,2026-04,75.0
uuid-2569-2106,2026-05,60.0
uuid-2569-2106,2026-06,62.5
uuid-2569-2106,2026-07,
uuid-2569-2107,2026-05,75.0
uuid-2569-2107,2026-06,75.0
uuid-2569-2107,2026-07,
uuid-2569-2107,2026-08,
uuid-2569-2107,2026-09,
uuid-2569-2108,2026-03,62.5
uuid-2569-2108,2026-04,43.8
uuid-2569-2108,2026-05,50.0
uuid-2569-2108,2026-06,68.8
uuid-2569-2108,2026-07,
uuid-2569-2109,2026-03,81.2
uuid-2569-2109,2026-04,62.5
uuid-2569-2109,2026-05,80.0
uuid-2569-2109,2026-06,75.0
uuid-2569-2109,2026-07,
uuid-2569-2109,2026-08,
uuid-2569-2109,2026-09,
uuid-2569-2110,2026-03,100.0
uuid-2569-2110,2026-04,100.0
uuid-2569-2110,2026-05,95.0
uuid-2569-2110,2026-06,100.0
uuid-2569-2110,2026-07,
uuid-2569-2110,2026-08,
uuid-2569-2110,2026-09,
uuid-2569-2111,2026-03,43.8
uuid-2569-2111,2026-04,50.0
uuid-2569-2111,2026-05,50.0
uuid-2569-2111,2026-06,43.8
uuid-2569-2111,2026-07,
uuid-2569-2111,2026-08,
uuid-2569-2111,2026-09,
uuid-2569-2112,2026-03,75.0
uuid-2569-2112,2026-04,81.2
uuid-2569-2112,2026-05,70.0
uuid-2569-2112,2026-06,37.5
uuid-2569-2112,2026-07,
uuid-2569-2112,2026-08,
uuid-2569-2112,2026-09,
uuid-2569-2113,2026-03,75.0
uuid-2569-2113,2026-04,58.3
uuid-2569-2113,2026-05,86.7
uuid-2569-2113,2026-06,83.3
uuid-2569-2113,2026-07,
uuid-2569-2113,2026-08,
uuid-2569-2113,2026-09,
uuid-2569-2114,2026-03,50.0
uuid-2569-2114,2026-04,56.2
uuid-2569-2114,2026-05,60.0
uuid-2569-2114,2026-06,75.0
uuid-2569-2114,2026-07,
uuid-2569-2114,2026-08,
uuid-2569-2114,2026-09,
uuid-2569-2115,2026-03,0.0
uuid-2569-2116,2026-04,100.0
uuid-2569-2116,2026-05,95.0
uuid-2569-2116,2026-06,87.5
uuid-2569-2116,2026-07,
uuid-2569-2116,2026-08,
uuid-2569-2116,2026-09,
uuid-2569-2117,2026-04,100.0
uuid-2569-2117,2026-05,100.0
uuid-2569-2117,2026-06,100.0
uuid-2569-2117,2026-07,
uuid-2569-2117,2026-08,
uuid-2569-2117,2026-09,
uuid-2569-2118,2026-03,0.0
uuid-2569-2119,2026-03,93.8
uuid-2569-2119,2026-04,100.0
uuid-2569-2119,2026-05,90.0
uuid-2569-2119,2026-06,100.0
uuid-2569-2119,2026-07,
uuid-2569-2119,2026-08,
uuid-2569-2119,2026-09,
uuid-2569-2120,2026-03,81.2
uuid-2569-2120,2026-04,75.0
uuid-2569-2120,2026-05,75.0
uuid-2569-2120,2026-06,81.2
uuid-2569-2120,2026-07,
uuid-2569-2120,2026-08,
uuid-2569-2120,2026-09,
uuid-2569-2121,2026-04,100.0
uuid-2569-2121,2026-05,100.0
uuid-2569-2121,2026-06,87.5
uuid-2569-2121,2026-07,
uuid-2569-2121,2026-08,
uuid-2569-2121,2026-09,
uuid-2569-2122,2026-03,87.5
uuid-2569-2122,2026-04,93.8
uuid-2569-2122,2026-05,90.0
uuid-2569-2122,2026-06,87.5
uuid-2569-2122,2026-07,
uuid-2569-2122,2026-08,
uuid-2569-2122,2026-09,
uuid-2569-2123,2026-03,87.5
uuid-2569-2123,2026-04,100.0
uuid-2569-2123,2026-05,75.0
uuid-2569-2123,2026-06,81.2
uuid-2569-2123,2026-07,
uuid-2569-2123,2026-08,
uuid-2569-2123,2026-09,
uuid-2569-2124,2026-03,75.0
uuid-2569-2124,2026-04,81.2
uuid-2569-2124,2026-05,45.0
uuid-2569-2124,2026-06,68.8
uuid-2569-2124,2026-07,
uuid-2569-2124,2026-08,
uuid-2569-2124,2026-09,
uuid-2569-2125,2026-03,87.5
uuid-2569-2125,2026-04,56.2
uuid-2569-2125,2026-05,85.0
uuid-2569-2125,2026-06,50.0
uuid-2569-2125,2026-07,
uuid-2569-2125,2026-08,
uuid-2569-2125,2026-09,
uuid-2569-2126,2026-03,31.2
uuid-2569-2126,2026-04,37.5
uuid-2569-2126,2026-05,45.0
uuid-2569-2126,2026-06,0.0
uuid-2569-2127,2026-06,68.8
uuid-2569-2127,2026-07,
uuid-2569-2128,2026-05,0.0
uuid-2569-2129,2026-04,91.7
uuid-2569-2129,2026-05,100.0
uuid-2569-2129,2026-06,91.7
uuid-2569-2129,2026-07,
uuid-2569-2129,2026-08,
uuid-2569-2129,2026-09,
uuid-2569-2130,2026-04,87.5
uuid-2569-2130,2026-05,90.0
uuid-2569-2130,2026-06,93.8
uuid-2569-2130,2026-07,
uuid-2569-2130,2026-08,
uuid-2569-2130,2026-09,
uuid-2569-2131,2026-03,66.7
uuid-2569-2131,2026-04,66.7
uuid-2569-2131,2026-05,66.7
uuid-2569-2131,2026-06,41.7
uuid-2569-2131,2026-07,
uuid-2569-2131,2026-08,
uuid-2569-2131,2026-09,
uuid-2569-2132,2026-03,87.5
uuid-2569-2132,2026-04,75.0
uuid-2569-2132,2026-05,80.0
uuid-2569-2132,2026-06,87.5
uuid-2569-2132,2026-07,
uuid-2569-2132,2026-08,
uuid-2569-2132,2026-09,
uuid-2569-2133,2026-03,87.5
uuid-2569-2133,2026-04,87.5
uuid-2569-2133,2026-05,70.0
uuid-2569-2133,2026-06,75.0
uuid-2569-2133,2026-07,
uuid-2569-2133,2026-08,
uuid-2569-2133,2026-09,
uuid-2569-2134,2026-03,25.0
uuid-2569-2134,2026-04,0.0
uuid-2569-2135,2026-03,81.2
uuid-2569-2135,2026-04,62.5
uuid-2569-2135,2026-05,95.0
uuid-2569-2135,2026-06,81.2
uuid-2569-2135,2026-07,
uuid-2569-2135,2026-08,
uuid-2569-2135,2026-09,
uuid-2569-2136,2026-03,62.5
uuid-2569-2136,2026-04,87.5
uuid-2569-2136,2026-05,55.0
uuid-2569-2136,2026-06,56.2
uuid-2569-2136,2026-07,
uuid-2569-2136,2026-08,
uuid-2569-2136,2026-09,
uuid-2569-2137,2026-03,100.0
uuid-2569-2137,2026-04,100.0
uuid-2569-2137,2026-05,100.0
uuid-2569-2137,2026-06,100.0
uuid-2569-2137,2026-07,
uuid-2569-2137,2026-08,
uuid-2569-2137,2026-09,
uuid-2569-2138,2026-03,87.5
uuid-2569-2138,2026-04,0.0
uuid-2569-2139,2026-04,41.7
uuid-2569-2139,2026-05,60.0
uuid-2569-2139,2026-06,25.0
uuid-2569-2139,2026-07,
uuid-2569-2139,2026-08,
uuid-2569-2140,2026-03,0.0
uuid-2569-2141,2026-04,68.8
uuid-2569-2141,2026-05,75.0
uuid-2569-2141,2026-06,75.0
uuid-2569-2141,2026-07,
uuid-2569-2141,2026-08,
uuid-2569-2141,2026-09,
uuid-2569-2142,2026-06,93.8
uuid-2569-2142,2026-07,
uuid-2569-2143,2026-03,0.0
uuid-2569-2144,2026-04,75.0
uuid-2569-2144,2026-05,40.0
uuid-2569-2144,2026-06,0.0
uuid-2569-2145,2026-03,0.0
uuid-2569-2146,2026-03,91.7
uuid-2569-2146,2026-04,91.7
uuid-2569-2146,2026-05,93.3
uuid-2569-2146,2026-06,91.7
uuid-2569-2146,2026-07,
uuid-2569-2146,2026-08,
uuid-2569-2146,2026-09,
uuid-2569-2147,2026-05,50.0
uuid-2569-2147,2026-06,50.0
uuid-2569-2147,2026-07,
uuid-2569-2147,2026-08,
uuid-2569-2148,2026-04,75.0
uuid-2569-2148,2026-05,80.0
uuid-2569-2148,2026-06,75.0
uuid-2569-2148,2026-07,
uuid-2569-2149,2026-03,62.5
uuid-2569-2149,2026-04,75.0
uuid-2569-2149,2026-05,60.0
uuid-2569-2149,2026-06,50.0
uuid-2569-2149,2026-07,
uuid-2569-2149,2026-08,
uuid-2569-2149,2026-09,
uuid-2569-2150,2026-04,93.8
uuid-2569-2150,2026-05,100.0
uuid-2569-2150,2026-06,100.0
uuid-2569-2150,2026-07,
uuid-2569-2150,2026-08,
uuid-2569-2150,2026-09,
